albumID,similarity
MW0002557360,"[(0.0007601036781416985, 'MW0002227852'), (0.0007492825619469359, 'MW0000826451'), (0.0007448179292571932, 'MW0002541704'), (0.0007087875480203564, 'MW0002107551'), (0.0006766723958262847, 'MW0001965056'), (0.000653334291556961, 'MW0001787432'), (0.000652899198892683, 'MW0002552345'), (0.0006494518626279422, 'MW0002484010'), (0.0006227348021571534, 'MW0001610447'), (0.0006139489194499018, 'MW0002561652')]"
MW0002419171,"[(0.038461538461538464, 'MW0002298984'), (0.0011245178629662532, 'MW0002387701'), (0.001119958785516693, 'MW0002102148'), (0.0011010548105084672, 'MW0002123313'), (0.001100376328704417, 'MW0002278411'), (0.0010764494391698421, 'MW0002355523'), (0.0010751647690008493, 'MW0002413078'), (0.0010748411922138505, 'MW0002615954'), (0.0010561781138771244, 'MW0002110738'), (0.0010509500588532033, 'MW0002491083')]"
MW0002051292,"[(0.0009022746343532045, 'MW0002565183'), (0.0008539928435399711, 'MW0002398999'), (0.0008234858154568288, 'MW0000829157'), (0.000814524602715625, 'MW0000830824'), (0.0008069852644490711, 'MW0000826617'), (0.0007765663342962756, 'MW0002628656'), (0.0007765663342962756, 'MW0002088324'), (0.0007642805826875162, 'MW0002190231'), (0.0007617770735571942, 'MW0001610447'), (0.000761684236183048, 'MW0002115457')]"
MW0002290975,"[(0.0014841199168892844, 'MW0002095645'), (0.0008878550310305334, 'MW0002104668'), (0.0008875319511502414, 'MW0002410440'), (0.0008693233187287015, 'MW0002401622'), (0.0008650519031141867, 'MW0002418731'), (0.0008647302473993238, 'MW0002615954'), (0.000859763908830635, 'MW0002387701'), (0.0008509407149603889, 'MW0002357960'), (0.0008391444083612348, 'MW0002590120'), (0.0008377665144724165, 'MW0002110738')]"
MW0002011446,"[(0.005494505494505495, 'MW0002577862'), (0.0007836437868802357, 'MW0002427099'), (0.0007425834478149481, 'MW0002398999'), (0.0007265540992182277, 'MW0002110484'), (0.0007171286170174619, 'MW0002120352'), (0.0007004665106961236, 'MW0002628656'), (0.0007004665106961236, 'MW0002088324'), (0.0006884112844377744, 'MW0001610447'), (0.0006874836722627835, 'MW0002490285'), (0.0006872757762779893, 'MW0002190231')]"
MW0002092899,"[(0.038461538461538464, 'MW0001988935'), (0.0125, 'MW0001745709'), (0.000679638704064919, 'MW0002568027'), (0.0006476683937823836, 'MW0001974333'), (0.0006429338356789702, 'MW0001954785'), (0.000642669391584887, 'MW0002199422'), (0.0006380317995048874, 'MW0000814142'), (0.0006290653347256647, 'MW0002202456'), (0.0006095442437689339, 'MW0002132081'), (0.0006092768493075567, 'MW0002203682')]"
MW0002083861,"[(1.0, 'MW0002028048'), (0.0038660790226552237, 'MW0002010832'), (0.003471257983893363, 'MW0002348295'), (0.0033624747814391394, 'MW0002527254'), (0.0033624747814391394, 'MW0002498911'), (0.0033624747814391394, 'MW0002413337'), (0.003101736972704715, 'MW0002034255'), (0.003101736972704715, 'MW0002022330'), (0.003101736972704715, 'MW0001974960'), (0.0030896619909781867, 'MW0000823569')]"
MW0002406726,"[(0.002544529262086514, 'MW0000825211'), (0.0010609741864980426, 'MW0001792357'), (0.0010363553455208722, 'MW0000813193'), (0.0009926642114771837, 'MW0000819818'), (0.000979854197695383, 'MW0002556305'), (0.0009773929021727444, 'MW0001747196'), (0.0009656890674340676, 'MW0002525162'), (0.0009362506904848841, 'MW0002052709'), (0.0009190247309555103, 'MW0002094433'), (0.0009120010214411438, 'MW0000363579')]"
MW0002119984,"[(0.0007611103077168975, 'MW0001960660'), (0.0007565040435141126, 'MW0002350713'), (0.0006762011022077967, 'MW0001960072'), (0.0006750735830205493, 'MW0002628656'), (0.0006750735830205493, 'MW0002088324'), (0.0006638695629082798, 'MW0001610447'), (0.0006600834345461267, 'MW0001993449'), (0.0006564608880602894, 'MW0001666091'), (0.000653031371627093, 'MW0001960596'), (0.0006452112421606835, 'MW0000826859')]"
MW0000836109,"[(1.0, 'MW0002489977'), (0.0028591033851784083, 'MW0002511968'), (0.0011761523352504617, 'MW0002317868'), (0.001011357545232966, 'MW0002427021'), (0.0009610486963374435, 'MW0002503286'), (0.0009610486963374435, 'MW0002456525'), (0.0009610486963374435, 'MW0002413767'), (0.0009464409089618488, 'MW0000809691'), (0.0009159857839006339, 'MW0002252502'), (0.0009073092835885898, 'MW0002615954')]"
MW0002382245,"[(0.038461538461538464, 'MW0001955810'), (0.0009199462751375319, 'MW0002527254'), (0.0009199462751375319, 'MW0002498911'), (0.0009199462751375319, 'MW0002413337'), (0.0008992644017193935, 'MW0002534574'), (0.0008992644017193935, 'MW0002534050'), (0.0008992644017193935, 'MW0002034255'), (0.0008992644017193935, 'MW0002022330'), (0.0008992644017193935, 'MW0001974960'), (0.0008922835320151332, 'MW0001333743')]"
MW0002447720,"[(0.0007937074870427252, 'MW0002554625'), (0.0007788707931241286, 'MW0002103142'), (0.0007281783163060971, 'MW0002409657'), (0.000721438259313768, 'MW0002472642'), (0.0007131192549330025, 'MW0001762194'), (0.0006866811327491965, 'MW0002243836'), (0.0006563704029457904, 'MW0002467147'), (0.0006499837504062399, 'MW0000822019'), (0.0006449532408900354, 'MW0002202456'), (0.0006405124099279424, 'MW0002213045')]"
MW0000809691,"[(0.0019723865877712033, 'MW0002132655'), (0.0018392157584006179, 'MW0002485837'), (0.0018392157584006179, 'MW0002294097'), (0.0015715363339200397, 'MW0002605130'), (0.0015536152627163404, 'MW0002490285'), (0.0015527950310559005, 'MW0002503286'), (0.0015527950310559005, 'MW0002456525'), (0.0015527950310559005, 'MW0002413767'), (0.0015143484515787082, 'MW0002582576'), (0.001485707493908599, 'MW0002190231')]"
MW0000814650,"[(0.0011001100110011, 'MW0002136052'), (0.000847457627118644, 'MW0002389395'), (0.0006867188572998214, 'MW0001967845'), (0.0006831067695880867, 'MW0001792357'), (0.0006793847491711505, 'MW0000819818'), (0.0006426033145478965, 'MW0000091696'), (0.0006411694931555156, 'MW0002556305'), (0.0006408654246694735, 'MW0000813193'), (0.0006391246548726863, 'MW0001747196'), (0.0006345580303318736, 'MW0001327261')]"
MW0002212266,"[(0.00035824959249108857, 'MW0002484696'), (0.0003572704537334762, 'MW0001666091'), (0.00035347180001979445, 'MW0000826867'), (0.00035263790786982017, 'MW0002527254'), (0.00035263790786982017, 'MW0002498911'), (0.00035263790786982017, 'MW0002413337'), (0.00035263790786982017, 'MW0001695064'), (0.00035263790786982017, 'MW0001258696'), (0.000351493848857645, 'MW0002628656'), (0.000351493848857645, 'MW0002088324')]"
MW0001987295,"[(0.0009656704166867851, 'MW0000049410'), (0.0009522993267243758, 'MW0002480871'), (0.0008836264027569144, 'MW0001610447'), (0.0008790204196443482, 'MW0001773593'), (0.000864528399757932, 'MW0002628656'), (0.000864528399757932, 'MW0002088324'), (0.000846338738616744, 'MW0002484010'), (0.0008437750495717842, 'MW0001787432'), (0.0008287063893262617, 'MW0001960596'), (0.0008125457056959454, 'MW0002562501')]"
MW0000821510,"[(0.0020840714419690307, 'MW0001993449'), (0.002011263073209976, 'MW0000049410'), (0.0019892580067634776, 'MW0002480871'), (0.0019069776311523867, 'MW0002052709'), (0.001742646033737627, 'MW0000747969'), (0.0017283097131005876, 'MW0001773593'), (0.0016856015912079022, 'MW0002034255'), (0.0016856015912079022, 'MW0002022330'), (0.0016856015912079022, 'MW0001974960'), (0.0016819443276427548, 'MW0002069779')]"
MW0002120003,"[(0.0011974040280671504, 'MW0002406704'), (0.0011508671784189386, 'MW0002605243'), (0.0011038624145886457, 'MW0002581468'), (0.001096383032376191, 'MW0001368971'), (0.0010786439288526465, 'MW0002431606'), (0.0010728002231424464, 'MW0002390979'), (0.0010127710428503428, 'MW0000827628'), (0.0009905795881170072, '0'), (0.0009686261974641367, 'MW0002222795'), (0.0009412739201234953, 'MW0002572983')]"
MW0001338646,"[(0.0012289088518304598, 'MW0002020915'), (0.0012082547967715435, 'MW0000444789'), (0.0010925857133492122, 'MW0002628656'), (0.0010925857133492122, 'MW0002088324'), (0.0010878315166547006, 'MW0002562501'), (0.0010878315166547006, 'MW0002346806'), (0.0010854227721697602, 'MW0001792357'), (0.0010742638606894626, 'MW0002602865'), (0.001073998496402105, 'MW0002190231'), (0.0010708701891156754, 'MW0000826859')]"
MW0002277999,"[(0.0005730659025787965, 'MW0002499300'), (0.0005359918529238356, 'MW0002344298'), (0.0005341737667263161, 'MW0002304130'), (0.0005257457703752773, 'MW0002382249'), (0.000519650586945338, 'MW0002142016'), (0.0005125313925477935, 'MW0002431528'), (0.0005115089514066496, 'MW0001763057'), (0.0004959382656046975, 'MW0002034255'), (0.0004959382656046975, 'MW0002022330'), (0.0004959382656046975, 'MW0001974960')]"
MW0000814151,"[(0.3333333333333333, 'MW0002354324'), (0.0008738737951465051, 'MW0000809691'), (0.0007889359620679588, 'MW0002503286'), (0.0007889359620679588, 'MW0002456525'), (0.0007889359620679588, 'MW0002413767'), (0.0007329336401882173, 'MW0001333743'), (0.0007179884834647252, 'MW0002485837'), (0.0007179884834647252, 'MW0002294097'), (0.0007164298865891491, 'MW0000817183'), (0.0007088528634111417, 'MW0001974333')]"
MW0002231494,"[(0.0013071553684870982, 'MW0002570333'), (0.0012654543613884565, 'MW0002507769'), (0.001155067860236789, 'MW0002191517'), (0.0011466969394658686, 'MW0002278411'), (0.001138511282646811, 'MW0002102148'), (0.001107297087808659, 'MW0002387701'), (0.001097309397357679, 'MW0000806401'), (0.0010849399485738465, 'MW0002123313'), (0.0010834118806946837, 'MW0002355523'), (0.0010815136865557034, 'MW0002558673')]"
MW0001514594,"[(0.0012195568130541365, 'MW0001792357'), (0.0011436805928840192, 'MW0000819818'), (0.001118055477912814, 'MW0001747196'), (0.001100085806692922, 'MW0002556305'), (0.0010191290523118943, 'MW0002052709'), (0.0010184440212243735, 'MW0002094433'), (0.0009974962843263407, 'MW0000363579'), (0.0009843391639023143, 'MW0000444789'), (0.0009797485965101355, 'MW0002558478'), (0.0009449652252797099, 'MW0002602865')]"
MW0002301160,"[(0.000814418464495427, 'MW0002034255'), (0.000814418464495427, 'MW0002022330'), (0.000814418464495427, 'MW0001974960'), (0.0007981674076320767, 'MW0002527254'), (0.0007981674076320767, 'MW0002498911'), (0.0007981674076320767, 'MW0002413337'), (0.0007781616708687396, 'MW0001666091'), (0.0007764758865413434, 'MW0002534574'), (0.0007764758865413434, 'MW0002534050'), (0.0007745453418843138, 'MW0002628656')]"
MW0002344605,"[(0.001221001221001221, 'MW0000032734'), (0.0012091898428053204, 'MW0002525327'), (0.00037482383279858474, 'MW0001751061'), (0.00030738397791753503, 'MW0002022940'), (0.0003049849794897601, 'MW0001763057'), (0.0002963700595111079, 'MW0000556353'), (0.0002959315332804602, 'MW0002334053'), (0.00029375822523030644, 'MW0001950645'), (0.0002926269708426486, 'MW0002142016'), (0.0002924173263114186, 'MW0002568027')]"
MW0000811504,"[(0.0010660980810234541, 'MW0001967845'), (0.0009523809523809524, 'MW0002417749'), (0.000931098696461825, 'MW0002473212'), (0.0008835639435225929, 'MW0001792357'), (0.0008618386465685894, 'MW0000747969'), (0.000828623987007176, 'MW0002628656'), (0.000828623987007176, 'MW0002088324'), (0.0008231672181887029, 'MW0001666091'), (0.0008197863636736267, 'MW0002602865'), (0.000816446498260969, 'MW0002562501')]"
MW0002298984,"[(0.038461538461538464, 'MW0002419171'), (0.0011045208036493369, 'MW0002615954'), (0.0010937687991512354, 'MW0002387701'), (0.0010894551634727473, 'MW0002102148'), (0.0010848222518740306, 'MW0002110738'), (0.0010715586892694113, 'MW0002123313'), (0.0010709160615990918, 'MW0002278411'), (0.0010520114458845314, 'MW0002418731'), (0.001048240005031552, 'MW0002355523'), (0.0010470217466416775, 'MW0002413078')]"
MW0002557264,"[(0.001094558947472116, 'MW0002296442'), (0.0010257041458961575, 'MW0000824605'), (0.0009300335742120292, 'MW0002503286'), (0.0009300335742120292, 'MW0002456525'), (0.0009300335742120292, 'MW0002413767'), (0.000810280843340302, 'MW0002413078'), (0.000808806282807205, 'MW0000825864'), (0.0008084662586606951, 'MW0002061341'), (0.0008013205763097585, 'MW0002590120'), (0.0007985179506835314, 'MW0000823104')]"
MW0001998774,"[(0.006756756756756757, 'MW0001950158'), (0.006756756756756757, 'MW0000811068'), (0.002544529262086514, 'MW0002583498'), (0.001047789687653894, 'MW0000603352'), (0.0009649529102979773, 'MW0001965056'), (0.0009542440001908488, 'MW0002552345'), (0.0009420187461730487, 'MW0001787432'), (0.0009315670821455853, 'MW0002484010'), (0.0008677090745015011, 'MW0002561652'), (0.0008639010314978316, 'MW0001610447')]"
MW0002555278,"[(0.0008032128514056225, 'MW0002097801'), (0.0007053877516470804, 'MW0002628656'), (0.0007053877516470804, 'MW0002088324'), (0.0006977831429548325, 'MW0001787432'), (0.0006972528238739366, 'MW0002484010'), (0.0006931640164695771, 'MW0001610447'), (0.0006841536335399478, 'MW0002123313'), (0.0006820584524093714, 'MW0002552345'), (0.0006813567174958779, 'MW0001960596'), (0.0006761416652016931, 'MW0002278411')]"
MW0002541126,"[(0.0006296951645708312, 'MW0002244670'), (0.0006076663182713109, 'MW0001329997'), (0.0005659085378621107, 'MW0002607200'), (0.000537686442774032, 'MW0002563622'), (0.000537686442774032, 'MW0002055042'), (0.0005241804438759999, 'MW0002452207'), (0.0005178100776197306, 'MW0000556353'), (0.0005172101683519099, 'MW0002401622'), (0.000516472903249131, 'MW0002334053'), (0.0005118650314285129, 'MW0002558738')]"
MW0000823104,"[(0.0011163829193413341, 'MW0000811149'), (0.0011029614514972703, 'MW0000825864'), (0.0010433839026731497, 'MW0001328315'), (0.00099626400996264, 'MW0000803149'), (0.0009279708988326127, 'MW0002303717'), (0.0008958807403558438, 'MW0002379145'), (0.0008873271930291576, 'MW0002403649'), (0.0008339448929214758, 'MW0001787432'), (0.0008285896575438946, 'MW0002484010'), (0.0008279379377721845, 'MW0002552345')]"
MW0002513766,"[(1.0, 'MW0002392866'), (0.002007387184840212, 'MW0002410901'), (0.0019034929094889125, 'MW0000805093'), (0.0006363428105989259, 'MW0002304130'), (0.0005983831686782315, 'MW0002499300'), (0.0005913835417960319, 'MW0002357960'), (0.000591030520816095, 'MW0000817183'), (0.0005837268625264866, 'MW0002401710'), (0.0005823433496389473, 'MW0002080056'), (0.0005785061813385476, 'MW0002344298')]"
MW0002354324,"[(0.3333333333333333, 'MW0000814151'), (0.0008633118368685955, 'MW0000809691'), (0.0007952096570260748, 'MW0002503286'), (0.0007952096570260748, 'MW0002456525'), (0.0007952096570260748, 'MW0002413767'), (0.0007254893425615577, 'MW0001333743'), (0.000715932358710749, 'MW0002485837'), (0.000715932358710749, 'MW0002294097'), (0.0007093154396691754, 'MW0000817183'), (0.000706848656634128, 'MW0001974333')]"
MW0000803149,"[(0.0015636727545659244, 'MW0000820071'), (0.0012985832456789644, 'MW0002095214'), (0.0012359717209670244, 'MW0000820068'), (0.0012158350355023831, 'MW0000812653'), (0.0012104485922482873, 'MW0001965056'), (0.0010746332813927248, 'MW0002552345'), (0.0010704002226432463, 'MW0001787432'), (0.0010649287030233324, 'MW0002403649'), (0.001059322033898305, 'MW0002484010'), (0.001047043672191567, 'MW0002431024')]"
MW0001983497,"[(0.0007496364263332284, 'MW0000807582'), (0.0007188969245589567, 'MW0002176726'), (0.0007111262818051229, 'MW0001937651'), (0.000694294978164423, 'MW0002503286'), (0.000694294978164423, 'MW0002456525'), (0.000694294978164423, 'MW0002413767'), (0.0006921469012583231, 'MW0002110738'), (0.0006898645106101162, 'MW0000824605'), (0.0006882975648032157, 'MW0002615954'), (0.0006802258349772125, 'MW0002131963')]"
MW0002445528,"[(0.001071042231195176, 'MW0002413078'), (0.001047548213406522, 'MW0002615954'), (0.0010333247222939809, 'MW0002590120'), (0.0010203665156524224, 'MW0002503286'), (0.0010203665156524224, 'MW0002456525'), (0.0010203665156524224, 'MW0002413767'), (0.0010068566940867308, 'MW0002485837'), (0.0010068566940867308, 'MW0002294097'), (0.0010029587282483325, 'MW0002131963'), (0.000998053795099556, 'MW0002110738')]"
MW0002413767,"[(1.0, 'MW0002503286'), (1.0, 'MW0002456525'), (0.004584422133590061, 'MW0002590120'), (0.004541119840152582, 'MW0002413078'), (0.00439792417978714, 'MW0002061341'), (0.0038333269444550924, 'MW0002615954'), (0.0038053198371323115, 'MW0002485837'), (0.0038053198371323115, 'MW0002294097'), (0.0034549474847982305, 'MW0001954813'), (0.003371657844161975, 'MW0002387701')]"
MW0002298629,"[(0.0006501485589457192, 'MW0002272192'), (0.000645594463381882, 'MW0002104668'), (0.000637060348726835, 'MW0001968014'), (0.00062966740967421, 'MW0002563622'), (0.00062966740967421, 'MW0002055042'), (0.0006222543028885045, 'MW0002348295'), (0.0006211295862655826, 'MW0002401622'), (0.0006196401130223565, 'MW0002590120'), (0.0006182494883985484, 'MW0002544994'), (0.0006120550359888362, 'MW0002010832')]"
MW0002394526,"[(0.047619047619047616, 'MW0001972267'), (0.0007419333298709777, 'MW0002590120'), (0.0007132209772553829, 'MW0002104668'), (0.0006977880120019539, 'MW0002544167'), (0.0006924632302024762, 'MW0002503286'), (0.0006924632302024762, 'MW0002456525'), (0.0006924632302024762, 'MW0002413767'), (0.0006834195581009136, 'MW0002563622'), (0.0006834195581009136, 'MW0002055042'), (0.0006830367815306855, 'MW0002010832')]"
MW0002493055,"[(0.003460327346967023, 'MW0002389285'), (0.0011876484560570072, 'MW0000816836'), (0.00044953720145110614, 'MW0002563622'), (0.00044953720145110614, 'MW0002055042'), (0.00044344128172268065, 'MW0001957675'), (0.0004341276422093624, 'MW0002087068'), (0.00042775807714189154, 'MW0002511968'), (0.0004209959079197751, 'MW0000809691'), (0.00041539624647951676, 'MW0002244670'), (0.00041282907637750743, 'MW0002489977')]"
MW0000091696,"[(0.0006765121738365683, 'MW0002136052'), (0.0006426033145478965, 'MW0000814650'), (0.0006302110576832181, 'MW0000819818'), (0.0006291524058788002, 'MW0001937651'), (0.0006217706785383415, 'MW0001792357'), (0.0006198398333870529, 'MW0001514594'), (0.0006130869541227033, 'MW0000363579'), (0.0005994161686517332, 'MW0002052709'), (0.0005962424798917225, 'MW0002389395'), (0.0005962247051668833, 'MW0002556305')]"
MW0002417202,"[(0.0010114189196023101, 'MW0002503286'), (0.0010114189196023101, 'MW0002456525'), (0.0010114189196023101, 'MW0002413767'), (0.0009405921968471349, 'MW0002413078'), (0.0009209290332087008, 'MW0002485837'), (0.0009209290332087008, 'MW0002294097'), (0.0009160780864960928, 'MW0002061341'), (0.0009074080795615405, 'MW0002615954'), (0.0008857866671390862, 'MW0002590120'), (0.0008818186628101797, 'MW0002131963')]"
MW0002436180,"[(0.05263157894736842, 'MW0002241678'), (0.0006950526154829921, 'MW0002080092'), (0.000633087695307554, 'MW0001935991'), (0.0005910619610253743, 'MW0002566658'), (0.0005846927439630475, 'MW0002485837'), (0.0005846927439630475, 'MW0002294097'), (0.000584163332067646, 'MW0002490285'), (0.0005701286780426343, 'MW0002605130'), (0.0005660719137759262, 'MW0002459398'), (0.0005619966617398293, 'MW0002190231')]"
MW0002521619,"[(0.000959462700887503, 'MW0002055680'), (0.0009072928196846249, 'MW0000807807'), (0.0008938867087985268, 'MW0002420102'), (0.0008821375958221964, 'MW0002427366'), (0.0008578389321620971, 'MW0000834629'), (0.0008564576909900651, 'MW0002022516'), (0.0008440385556812236, 'MW0002082116'), (0.0008427652814414656, 'MW0002262175'), (0.0008183306055646482, 'MW0001960596'), (0.0008023299662219083, 'MW0002563622')]"
MW0002489977,"[(1.0, 'MW0000836109'), (0.0028591033851784083, 'MW0002511968'), (0.0011761523352504617, 'MW0002317868'), (0.001011357545232966, 'MW0002427021'), (0.0009610486963374435, 'MW0002503286'), (0.0009610486963374435, 'MW0002456525'), (0.0009610486963374435, 'MW0002413767'), (0.0009464409089618488, 'MW0000809691'), (0.0009159857839006339, 'MW0002252502'), (0.0009073092835885898, 'MW0002615954')]"
MW0002455340,"[(0.017241379310344827, 'MW0001960071'), (0.0010185166323766067, 'MW0002465008'), (0.0009328358208955224, 'MW0002413078'), (0.0009126835634817052, 'MW0000817183'), (0.0009108961396221603, 'MW0002016792'), (0.000879375994794094, 'MW0000809691'), (0.0008675434639275429, 'MW0002615954'), (0.0008480253729191578, 'MW0002503286'), (0.0008480253729191578, 'MW0002456525'), (0.0008480253729191578, 'MW0002413767')]"
MW0002334053,"[(0.038461538461538464, 'MW0001950645'), (0.016666666666666666, 'MW0000556353'), (0.0012380068090374493, 'MW0002294696'), (0.0008639159582555809, 'MW0002304130'), (0.000817247184583449, 'MW0002244670'), (0.0008158536684860203, 'MW0002401710'), (0.0008141598684317653, 'MW0002410440'), (0.0007955512772575756, 'MW0002568027'), (0.0007932919234949268, 'MW0002357960'), (0.0007830363015629405, 'MW0002401622')]"
MW0002477132,"[(0.0037373397615577232, 'MW0002628656'), (0.0037373397615577232, 'MW0002088324'), (0.0035578325683993314, 'MW0002123313'), (0.003552397868561279, 'MW0002387701'), (0.0034179854393820283, 'MW0001610447'), (0.0033679105482958376, 'MW0002485837'), (0.0033679105482958376, 'MW0002294097'), (0.003342804613070366, 'MW0002401171'), (0.003342804613070366, 'MW0002072748'), (0.003222791582068388, 'MW0002094433')]"
MW0002492116,"[(0.0007032348804500703, 'MW0001512620'), (0.0006814449358419592, 'MW0001792357'), (0.0006718804590287295, 'MW0000827140'), (0.0006395047675080418, 'MW0000444789'), (0.0006346426010192359, 'MW0001338646'), (0.0006058770069675855, 'MW0002020915'), (0.0005957806812156309, 'MW0002525162'), (0.0005863383172090295, 'MW0002537855'), (0.0005788108909057231, 'MW0000823433'), (0.0005606606825483149, 'MW0002052709')]"
MW0002485471,"[(0.000913508970658092, 'MW0002485837'), (0.000913508970658092, 'MW0002294097'), (0.000903954802259887, 'MW0002490285'), (0.0008814844197628807, 'MW0002605130'), (0.00086419966469053, 'MW0002357960'), (0.0008611113503087085, 'MW0002401622'), (0.0008590991486327436, 'MW0002418731'), (0.0008367780697203488, 'MW0002110738'), (0.0008333194446759221, 'MW0002590120'), (0.0008306337735692333, 'MW0002255703')]"
MW0001706902,"[(0.0008294005921920227, 'MW0002628656'), (0.0008294005921920227, 'MW0002088324'), (0.0008168266285480906, 'MW0000826859'), (0.000796374901448606, 'MW0001960596'), (0.0007814392548195266, 'MW0002562501'), (0.0007814392548195266, 'MW0002346806'), (0.0007808290843217328, 'MW0001610447'), (0.0007753019801212573, 'MW0001313329'), (0.0007658785776103056, 'MW0002631541'), (0.0007608497169639052, 'MW0002398999')]"
MW0002581228,"[(0.006578947368421052, 'MW0002010991'), (0.0007845106222738257, 'MW0002016792'), (0.0007838280594768732, 'MW0001974333'), (0.0007580753981791028, 'MW0000809691'), (0.0007472557034291566, 'MW0000817183'), (0.0007345109993022144, 'MW0002503286'), (0.0007345109993022144, 'MW0002456525'), (0.0007345109993022144, 'MW0002413767'), (0.0007338480054011213, 'MW0002465008'), (0.0007198957590940831, 'MW0000826008')]"
MW0000823355,"[(0.0007375664731783951, 'MW0002115022'), (0.0006448659001360667, 'MW0002202456'), (0.0006127375890001347, 'MW0002537855'), (0.0006018730288658304, 'MW0001937651'), (0.0005838052425710783, 'MW0000823433'), (0.0005832638277271958, 'MW0001784043'), (0.000582177226391258, 'MW0000826008'), (0.0005697648580430855, 'MW0002569317'), (0.0005587247665927287, 'MW0001792357'), (0.0005559230824823078, 'MW0001779693')]"
MW0002462363,"[(0.0022123893805309734, 'MW0001333743'), (0.001718213058419244, 'MW0002615954'), (0.0016321734021022395, 'MW0002413078'), (0.00160426091699554, 'MW0002387701'), (0.0014411921541499129, 'MW0002503286'), (0.0014411921541499129, 'MW0002456525'), (0.0014411921541499129, 'MW0002413767'), (0.001419849495953429, 'MW0002485837'), (0.001419849495953429, 'MW0002294097'), (0.0014156485793966507, 'MW0002278411')]"
MW0002222795,"[(0.06666666666666667, 'MW0002572983'), (0.005025125628140704, 'MW0001996454'), (0.0027624309392265192, 'MW0000827628'), (0.0009686261974641367, 'MW0002120003'), (0.000639987712235925, 'MW0001787432'), (0.0006391124006979108, 'MW0002552345'), (0.0006366669213334353, 'MW0002484010'), (0.0006205398696866273, 'MW0002431606'), (0.0006191413747415085, 'MW0001965056'), (0.0006140921875191904, 'MW0001610447')]"
MW0000804042,"[(0.0007606645165216333, 'MW0002110484'), (0.0007558921795395104, 'MW0000790149'), (0.0007526719855486979, 'MW0002074779'), (0.0007412568751575171, 'MW0000799270'), (0.0007203624864031581, 'MW0002427099'), (0.0007032497169419888, 'MW0000833034'), (0.0007001183199960792, 'MW0000809786'), (0.0006843081302648956, 'MW0002327985'), (0.0006806471593190805, 'MW0001989957'), (0.0006648052120728625, 'MW0001762399')]"
MW0000824605,"[(0.001157447596560066, 'MW0000819818'), (0.001114504157100506, 'MW0002556305'), (0.001106304831233198, 'MW0001792357'), (0.0010998075336816058, 'MW0001747196'), (0.0010569595501580156, 'MW0002094433'), (0.0010437214933567127, 'MW0002052709'), (0.0010296858428493468, 'MW0002558478'), (0.0010257041458961575, 'MW0002557264'), (0.0010224635236137948, 'MW0000363579'), (0.001019295259257749, 'MW0000444789')]"
MW0000820165,"[(0.0005462331760181786, 'MW0000819818'), (0.0005268565106293301, 'MW0000825211'), (0.0005215314248760058, 'MW0000823433'), (0.0005152381688435479, 'MW0002176726'), (0.0005137056672009205, 'MW0001327261'), (0.0005054436278721834, 'MW0002115022'), (0.0004972576242025231, 'MW0000091696'), (0.0004928366197321926, 'MW0000813193'), (0.0004918935935778371, 'MW0001747196'), (0.0004894906360441324, 'MW0001792357')]"
MW0001956704,"[(0.0006588787201939738, 'MW0001969722'), (0.0006210987236421228, 'MW0002202456'), (0.0006210524354571255, 'MW0000806459'), (0.0006191605421369706, 'MW0002080056'), (0.0006057302077654612, 'MW0002038538'), (0.0005886785344259206, 'MW0002187052'), (0.0005733780568217653, 'MW0000822019'), (0.0005676593135863579, 'MW0002103142'), (0.0005661167785690831, 'MW0002531978'), (0.0005661167785690831, 'MW0002117564')]"
MW0002052709,"[(0.00788084167389077, 'MW0002556305'), (0.005518459246178467, 'MW0002480871'), (0.005383290267011198, 'MW0000363579'), (0.004924652811976756, 'MW0002190231'), (0.004830917874396135, 'MW0000819818'), (0.004562876437306078, 'MW0001747196'), (0.004512024545413527, 'MW0002602865'), (0.004319654427645787, 'MW0002094433'), (0.004288900325956424, 'MW0002562501'), (0.004288900325956424, 'MW0002346806')]"
MW0001956251,"[(0.0062625250501002, 'MW0000813242'), (0.002780249110320285, 'MW0002401535'), (0.0008657409010631299, 'MW0002187052'), (0.0007874139750232287, 'MW0002467147'), (0.0007693313741027674, 'MW0000806459'), (0.000769242603732365, 'MW0000806401'), (0.0007237775397353869, 'MW0000826914'), (0.0007078142695356737, 'MW0000815687'), (0.0007072635971426552, 'MW0002080092'), (0.000706070084516589, 'MW0002191517')]"
MW0002137765,"[(0.0008680329505308022, 'MW0002034255'), (0.0008680329505308022, 'MW0002022330'), (0.0008680329505308022, 'MW0001974960'), (0.0008558712769599451, 'MW0002418731'), (0.0008467615604122035, 'MW0002110738'), (0.0008441668073611346, 'MW0002069779'), (0.0008400184804065689, 'MW0000747969'), (0.0008354009506862819, 'MW0002527254'), (0.0008354009506862819, 'MW0002498911'), (0.0008354009506862819, 'MW0002413337')]"
MW0002530696,"[(0.004079800905715801, 'MW0002304130'), (0.0037242560798480505, 'MW0001610447'), (0.0034070389424551125, 'MW0002628656'), (0.0034070389424551125, 'MW0002088324'), (0.0034070389424551125, 'MW0001960596'), (0.003203485392106612, 'MW0002435552'), (0.0031409994660300906, 'MW0002484010'), (0.003105975897627034, 'MW0001787432'), (0.002884421240878018, 'MW0002490285'), (0.0028776150326609304, 'MW0002022516')]"
